"","date","hits","keyword","geo","time","gprop","category"
"1",2017-05-28,38,"Outdoor dates","US","today+5-y","web",0
"2",2017-06-04,83,"Outdoor dates","US","today+5-y","web",0
"3",2017-06-11,55,"Outdoor dates","US","today+5-y","web",0
"4",2017-06-18,35,"Outdoor dates","US","today+5-y","web",0
"5",2017-06-25,85,"Outdoor dates","US","today+5-y","web",0
"6",2017-07-02,73,"Outdoor dates","US","today+5-y","web",0
"7",2017-07-09,85,"Outdoor dates","US","today+5-y","web",0
"8",2017-07-16,69,"Outdoor dates","US","today+5-y","web",0
"9",2017-07-23,83,"Outdoor dates","US","today+5-y","web",0
"10",2017-07-30,50,"Outdoor dates","US","today+5-y","web",0
"11",2017-08-06,36,"Outdoor dates","US","today+5-y","web",0
"12",2017-08-13,27,"Outdoor dates","US","today+5-y","web",0
"13",2017-08-20,31,"Outdoor dates","US","today+5-y","web",0
"14",2017-08-27,39,"Outdoor dates","US","today+5-y","web",0
"15",2017-09-03,47,"Outdoor dates","US","today+5-y","web",0
"16",2017-09-10,17,"Outdoor dates","US","today+5-y","web",0
"17",2017-09-17,38,"Outdoor dates","US","today+5-y","web",0
"18",2017-09-24,47,"Outdoor dates","US","today+5-y","web",0
"19",2017-10-01,21,"Outdoor dates","US","today+5-y","web",0
"20",2017-10-08,29,"Outdoor dates","US","today+5-y","web",0
"21",2017-10-15,35,"Outdoor dates","US","today+5-y","web",0
"22",2017-10-22,38,"Outdoor dates","US","today+5-y","web",0
"23",2017-10-29,29,"Outdoor dates","US","today+5-y","web",0
"24",2017-11-05,42,"Outdoor dates","US","today+5-y","web",0
"25",2017-11-12,29,"Outdoor dates","US","today+5-y","web",0
"26",2017-11-19,27,"Outdoor dates","US","today+5-y","web",0
"27",2017-11-26,41,"Outdoor dates","US","today+5-y","web",0
"28",2017-12-03,25,"Outdoor dates","US","today+5-y","web",0
"29",2017-12-10,46,"Outdoor dates","US","today+5-y","web",0
"30",2017-12-17,40,"Outdoor dates","US","today+5-y","web",0
"31",2017-12-24,58,"Outdoor dates","US","today+5-y","web",0
"32",2017-12-31,52,"Outdoor dates","US","today+5-y","web",0
"33",2018-01-07,33,"Outdoor dates","US","today+5-y","web",0
"34",2018-01-14,46,"Outdoor dates","US","today+5-y","web",0
"35",2018-01-21,77,"Outdoor dates","US","today+5-y","web",0
"36",2018-01-28,41,"Outdoor dates","US","today+5-y","web",0
"37",2018-02-04,32,"Outdoor dates","US","today+5-y","web",0
"38",2018-02-11,58,"Outdoor dates","US","today+5-y","web",0
"39",2018-02-18,24,"Outdoor dates","US","today+5-y","web",0
"40",2018-02-25,33,"Outdoor dates","US","today+5-y","web",0
"41",2018-03-04,20,"Outdoor dates","US","today+5-y","web",0
"42",2018-03-11,33,"Outdoor dates","US","today+5-y","web",0
"43",2018-03-18,49,"Outdoor dates","US","today+5-y","web",0
"44",2018-03-25,38,"Outdoor dates","US","today+5-y","web",0
"45",2018-04-01,42,"Outdoor dates","US","today+5-y","web",0
"46",2018-04-08,37,"Outdoor dates","US","today+5-y","web",0
"47",2018-04-15,37,"Outdoor dates","US","today+5-y","web",0
"48",2018-04-22,45,"Outdoor dates","US","today+5-y","web",0
"49",2018-04-29,53,"Outdoor dates","US","today+5-y","web",0
"50",2018-05-06,54,"Outdoor dates","US","today+5-y","web",0
